study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,study_title,experiment_alias,fastq_ftp,sample_title,reference,
PRJNA418874,SAMN08038419,SRX3402189,SRR6301429,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.ZZ03,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301429/SRR6301429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301429/SRR6301429_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038418,SRX3402188,SRR6301430,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.ZZ02,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301430/SRR6301430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301430/SRR6301430_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038417,SRX3402187,SRR6301431,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.ZZ01,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301431/SRR6301431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301431/SRR6301431_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038426,SRX3402186,SRR6301432,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.ZZ10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301432/SRR6301432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301432/SRR6301432_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038425,SRX3402185,SRR6301433,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.ZZ09,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/003/SRR6301433/SRR6301433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/003/SRR6301433/SRR6301433_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038409,SRX3402184,SRR6301434,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC03,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301434/SRR6301434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301434/SRR6301434_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038410,SRX3402183,SRR6301435,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC04,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301435/SRR6301435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301435/SRR6301435_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038407,SRX3402182,SRR6301436,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC01,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301436/SRR6301436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301436/SRR6301436_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038408,SRX3402181,SRR6301437,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC02,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301437/SRR6301437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301437/SRR6301437_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038413,SRX3402180,SRR6301438,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC07,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301438/SRR6301438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301438/SRR6301438_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038414,SRX3402179,SRR6301439,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC08,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301439/SRR6301439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301439/SRR6301439_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038411,SRX3402178,SRR6301440,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC05,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301440/SRR6301440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301440/SRR6301440_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038412,SRX3402177,SRR6301441,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC06,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301441/SRR6301441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301441/SRR6301441_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038415,SRX3402176,SRR6301442,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC09,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301442/SRR6301442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/002/SRR6301442/SRR6301442_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA418874,SAMN08038416,SRX3402175,SRR6301443,7461,Apis cerana,Whole genome resequencing of Apis cerana in China,lib.HC10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/003/SRR6301443/SRR6301443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/003/SRR6301443/SRR6301443_2.fastq.gz,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,https://academic.oup.com/mbe/article/35/9/2260/5040667?login=true,
PRJNA471592,SAMN09259743,SRX6817383,SRR10084372,7460,Apis mellifera,Apis mellifera genome sequencing and assembly using long-read technologies,Amel_pacbio,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/072/SRR10084372/SRR10084372_subreads.fastq.gz,"Sample from Apis mellifera, DH4 line",https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009038,
PRJNA471592,SAMN09259743,SRX5883430,SRR9108936,7460,Apis mellifera,Apis mellifera genome sequencing and assembly using long-read technologies,Amel_10xGenomics,ftp.sra.ebi.ac.uk/vol1/fastq/SRR910/006/SRR9108936/SRR9108936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR910/006/SRR9108936/SRR9108936_2.fastq.gz,"Sample from Apis mellifera, DH4 line",https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009038,
PRJNA363032,SAMN06287704,SRX2531410,SRR5221634,7460,Apis mellifera,Apis mellifera  Raw sequence reads,125,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/004/SRR5221634/SRR5221634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/004/SRR5221634/SRR5221634_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287703,SRX2531411,SRR5221635,7460,Apis mellifera,Apis mellifera  Raw sequence reads,124,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/005/SRR5221635/SRR5221635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/005/SRR5221635/SRR5221635_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287702,SRX2531412,SRR5221636,7460,Apis mellifera,Apis mellifera  Raw sequence reads,123,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/006/SRR5221636/SRR5221636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/006/SRR5221636/SRR5221636_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287701,SRX2531413,SRR5221637,7460,Apis mellifera,Apis mellifera  Raw sequence reads,122,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/007/SRR5221637/SRR5221637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/007/SRR5221637/SRR5221637_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287700,SRX2531414,SRR5221638,7460,Apis mellifera,Apis mellifera  Raw sequence reads,121,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/008/SRR5221638/SRR5221638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/008/SRR5221638/SRR5221638_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287699,SRX2531415,SRR5221639,7460,Apis mellifera,Apis mellifera  Raw sequence reads,120,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/009/SRR5221639/SRR5221639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/009/SRR5221639/SRR5221639_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287698,SRX2531416,SRR5221640,7460,Apis mellifera,Apis mellifera  Raw sequence reads,119,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/000/SRR5221640/SRR5221640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/000/SRR5221640/SRR5221640_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287697,SRX2531417,SRR5221641,7460,Apis mellifera,Apis mellifera  Raw sequence reads,118,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/001/SRR5221641/SRR5221641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/001/SRR5221641/SRR5221641_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287696,SRX2531418,SRR5221642,7460,Apis mellifera,Apis mellifera  Raw sequence reads,117,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/002/SRR5221642/SRR5221642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/002/SRR5221642/SRR5221642_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287695,SRX2531419,SRR5221643,7460,Apis mellifera,Apis mellifera  Raw sequence reads,116,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/003/SRR5221643/SRR5221643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/003/SRR5221643/SRR5221643_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287694,SRX2531420,SRR5221644,7460,Apis mellifera,Apis mellifera  Raw sequence reads,115,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/004/SRR5221644/SRR5221644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/004/SRR5221644/SRR5221644_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287693,SRX2531421,SRR5221645,7460,Apis mellifera,Apis mellifera  Raw sequence reads,114,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/005/SRR5221645/SRR5221645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/005/SRR5221645/SRR5221645_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287692,SRX2531422,SRR5221646,7460,Apis mellifera,Apis mellifera  Raw sequence reads,113,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/006/SRR5221646/SRR5221646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/006/SRR5221646/SRR5221646_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287691,SRX2531423,SRR5221647,7460,Apis mellifera,Apis mellifera  Raw sequence reads,112,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/007/SRR5221647/SRR5221647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/007/SRR5221647/SRR5221647_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287690,SRX2531424,SRR5221648,7460,Apis mellifera,Apis mellifera  Raw sequence reads,111,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/008/SRR5221648/SRR5221648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/008/SRR5221648/SRR5221648_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287689,SRX2531425,SRR5221649,7460,Apis mellifera,Apis mellifera  Raw sequence reads,110,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/009/SRR5221649/SRR5221649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/009/SRR5221649/SRR5221649_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287688,SRX2531426,SRR5221650,7460,Apis mellifera,Apis mellifera  Raw sequence reads,109,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/000/SRR5221650/SRR5221650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/000/SRR5221650/SRR5221650_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287687,SRX2531427,SRR5221651,7460,Apis mellifera,Apis mellifera  Raw sequence reads,108,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/001/SRR5221651/SRR5221651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/001/SRR5221651/SRR5221651_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287686,SRX2531428,SRR5221652,7460,Apis mellifera,Apis mellifera  Raw sequence reads,107,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/002/SRR5221652/SRR5221652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/002/SRR5221652/SRR5221652_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287685,SRX2531429,SRR5221653,7460,Apis mellifera,Apis mellifera  Raw sequence reads,106,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/003/SRR5221653/SRR5221653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/003/SRR5221653/SRR5221653_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287684,SRX2531430,SRR5221654,7460,Apis mellifera,Apis mellifera  Raw sequence reads,105,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/004/SRR5221654/SRR5221654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/004/SRR5221654/SRR5221654_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287683,SRX2531431,SRR5221655,7460,Apis mellifera,Apis mellifera  Raw sequence reads,104,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/005/SRR5221655/SRR5221655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/005/SRR5221655/SRR5221655_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287682,SRX2531432,SRR5221656,7460,Apis mellifera,Apis mellifera  Raw sequence reads,103,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/006/SRR5221656/SRR5221656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/006/SRR5221656/SRR5221656_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287681,SRX2531433,SRR5221657,7460,Apis mellifera,Apis mellifera  Raw sequence reads,102,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/007/SRR5221657/SRR5221657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/007/SRR5221657/SRR5221657_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287680,SRX2531434,SRR5221658,7460,Apis mellifera,Apis mellifera  Raw sequence reads,101,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/008/SRR5221658/SRR5221658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/008/SRR5221658/SRR5221658_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287679,SRX2531435,SRR5221659,7460,Apis mellifera,Apis mellifera  Raw sequence reads,100,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/009/SRR5221659/SRR5221659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/009/SRR5221659/SRR5221659_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287678,SRX2531436,SRR5221660,7460,Apis mellifera,Apis mellifera  Raw sequence reads,99,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/000/SRR5221660/SRR5221660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/000/SRR5221660/SRR5221660_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287677,SRX2531437,SRR5221661,7460,Apis mellifera,Apis mellifera  Raw sequence reads,98,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/001/SRR5221661/SRR5221661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/001/SRR5221661/SRR5221661_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287676,SRX2531438,SRR5221662,7460,Apis mellifera,Apis mellifera  Raw sequence reads,97,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/002/SRR5221662/SRR5221662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/002/SRR5221662/SRR5221662_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287675,SRX2531439,SRR5221663,7460,Apis mellifera,Apis mellifera  Raw sequence reads,96,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/003/SRR5221663/SRR5221663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/003/SRR5221663/SRR5221663_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287674,SRX2531440,SRR5221664,7460,Apis mellifera,Apis mellifera  Raw sequence reads,95,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/004/SRR5221664/SRR5221664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/004/SRR5221664/SRR5221664_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287673,SRX2531441,SRR5221665,7460,Apis mellifera,Apis mellifera  Raw sequence reads,94,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/005/SRR5221665/SRR5221665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/005/SRR5221665/SRR5221665_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287672,SRX2531442,SRR5221666,7460,Apis mellifera,Apis mellifera  Raw sequence reads,93,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/006/SRR5221666/SRR5221666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/006/SRR5221666/SRR5221666_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287671,SRX2531443,SRR5221667,7460,Apis mellifera,Apis mellifera  Raw sequence reads,92,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/007/SRR5221667/SRR5221667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/007/SRR5221667/SRR5221667_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287670,SRX2531444,SRR5221668,7460,Apis mellifera,Apis mellifera  Raw sequence reads,91,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/008/SRR5221668/SRR5221668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/008/SRR5221668/SRR5221668_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287669,SRX2531445,SRR5221669,7460,Apis mellifera,Apis mellifera  Raw sequence reads,90,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/009/SRR5221669/SRR5221669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/009/SRR5221669/SRR5221669_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
PRJNA363032,SAMN06287668,SRX2531446,SRR5221670,7460,Apis mellifera,Apis mellifera  Raw sequence reads,89,ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/000/SRR5221670/SRR5221670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR522/000/SRR5221670/SRR5221670_2.fastq.gz,This sample has been submitted by pda|b.harpur@gmail.com on 2018-02-14; Apis mellifera,https://academic.oup.com/gbe/article/11/3/937/5318327,
